vmin_v_per_m,vmax_v_per_m,rule,slice_x_subject_mm,slice_y_subject_mm,slice_z_subject_mm
0.0,0.2136823534965515,joint gray-matter P99 of E1 and E2; display clipping only,-23.737457275390625,6.1875,0.35772705078125
