condition,target_offtarget_mean_ratio,target_offtarget_median_ratio,target_offtarget_p95_ratio,gm_p99_threshold_v_per_m,target_high_tail_capture_pct,target_coverage_pct,off_target_high_tail_volume_mm3,hippocampal_domain_fraction_pct,capture_to_domain_fraction_ratio,volume_reference_interpretation,target_high_tail_volume_mm3,target_high_tail_element_count,target_high_tail_mesh_sensitivity
TI_1to1,1.587781342457558,1.5665122686872666,1.485005743402365,0.18176816223341458,3.1424477413920733,5.551504994526388,6976.49999310249,0.5665485024159779,5.546652630783567,descriptive spatial-volume reference; no uniformity or statistical-significance assumption,226.34566055945697,368,small-volume descriptor; mesh-convergence not evaluated
TI_1to3,1.2783041253793115,1.4535562602956544,1.0014000366780735,0.12896532197515784,0.02962573234164653,0.05229530050465733,7194.925874428365,0.5665485024159779,0.052291608247680754,descriptive spatial-volume reference; no uniformity or statistical-significance assumption,2.1321811560203403,47,small-volume descriptor; mesh-convergence not evaluated
