vmin_v_per_m,vmax_v_per_m,rule,source_triangles,rendered_triangles,surface_decimation
0.0,0.1635899841785431,joint surface P99 across TI 1:1 and TI 1:3; left gray-matter surface,160321,35519,vertex clustering at 2.5 mm; all source faces remapped; degenerate and duplicate faces removed
